,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Template Info,General,Specific,Substitutable,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Class,21,Class17,,,,22,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,23,v1,,,,23,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Attribute,24,v2,,,,24,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Attribute,25,v4,,,,25,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Class,26,Class16,,,,27,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,28,v1,,,,28,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,27,Class16,No
Attribute,29,v2,,,,29,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,27,Class16,No
Attribute,30,v3,,,,30,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,27,Class16,No
Class,31,Class15,,,,32,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,33,v1,,,,33,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,32,Class15,No
Attribute,34,v2,,,,34,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,32,Class15,No
Class,35,Class14,,,,36,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,37,v1,,,,37,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,36,Class14,No
Attribute,38,v2,,,,38,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,36,Class14,No
Attribute,39,v3,,,,39,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,36,Class14,No
Attribute,40,v4,,,,40,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,36,Class14,No
Class,41,Class13,,,,42,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,43,v2,,,,43,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,42,Class13,No
Attribute,44,v3,,,,44,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,42,Class13,No
Attribute,45,v4,,,,45,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,42,Class13,No
Class,46,Class12,,,,47,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,48,v1,,,,48,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,47,Class12,No
Attribute,49,v2,,,,49,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,47,Class12,No
Attribute,50,v3,,,,50,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,47,Class12,No
Class,51,Class11,,,,52,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,53,v1,,,,53,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,52,Class11,No
Attribute,54,v2,,,,54,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,52,Class11,No
Attribute,55,v3,,,,55,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,52,Class11,No
Class,56,Class10,,,,57,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,58,v1,,,,58,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,57,Class10,No
Attribute,59,v2,,,,59,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,57,Class10,No
Attribute,60,v3,,,,60,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,57,Class10,No
Attribute,61,v4,,,,61,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,57,Class10,No
Class,62,Class9,,,,63,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,64,v1,,,,64,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,63,Class9,No
Attribute,65,v2,,,,65,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,63,Class9,No
Attribute,66,v3,,,,66,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,63,Class9,No
Attribute,67,v4,,,,67,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,63,Class9,No
Attribute,68,v5,,,,68,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,63,Class9,No
Class,69,Class8,,,,70,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,71,v1,,,,71,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,70,Class8,No
Attribute,72,v2,,,,72,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,70,Class8,No
Attribute,73,v3,,,,73,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,70,Class8,No
Class,74,Class7,,,,75,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,76,v1,,,,76,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,75,Class7,No
Attribute,77,v2,,,,77,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,75,Class7,No
Attribute,78,v3,,,,78,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,75,Class7,No
Class,79,Class6,,,,80,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,81,v1,,,,81,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,80,Class6,No
Attribute,82,v2,,,,82,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,80,Class6,No
Attribute,83,v3,,,,83,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,80,Class6,No
Class,84,Class5,,,,85,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,86,v1,,,,86,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,85,Class5,No
Attribute,87,v2,,,,87,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,85,Class5,No
Attribute,88,v3,,,,88,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,85,Class5,No
Class,89,Class4,,,,90,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,91,v1,,,,91,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,90,Class4,No
Attribute,92,v2,,,,92,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,90,Class4,No
Attribute,93,v3,,,,93,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,90,Class4,No
Attribute,94,v4,,,,94,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,90,Class4,No
Attribute,95,v5,,,,95,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,90,Class4,No
Class,96,Class3,,,,97,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,98,v2,,,,98,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,97,Class3,No
Attribute,99,v3,,,,99,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,97,Class3,No
Attribute,100,v4,,,,100,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,97,Class3,No
Attribute,101,v1,,,,101,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,97,Class3,No
Class,102,Class2,,,,103,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,104,v1,,,,104,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,103,Class2,No
Attribute,105,v2,,,,105,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,103,Class2,No
Attribute,106,v3,,,,106,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,103,Class2,No
Attribute,107,v4,,,,107,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,103,Class2,No
Class,108,Class,,,,109,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,110,v1,,,,110,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,109,Class,No
Attribute,111,v3,,,,111,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,109,Class,No
Attribute,112,v4,,,,112,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,109,Class,No
Attribute,113,v5,,,,113,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,109,Class,No
Attribute,114,v2,,,,114,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,109,Class,No
Association,115,,,,,116,,Unspecified,No,No,,,,,,,,,,,No,,,,,62,,Unspecified,True,None,84,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,118,,,,,119,,Unspecified,No,No,,,,,,,,,,,No,,,,,84,,Unspecified,True,None,108,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,120,,,,,121,,Unspecified,No,No,,,,,,,,,,,No,,,,,108,,Unspecified,True,None,35,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,122,,,,,123,,Unspecified,No,No,,,,,,,,,,,No,,,,,35,,Unspecified,True,None,41,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Generalization,124,,,,,125,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,69,No,2,LARGE_1,126,Generalization,No
Generalization,127,,,,,128,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,102,No,2,LARGE_1,126,Generalization,No
Generalization,129,,,,,130,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,26,No,2,LARGE_1,126,Generalization,No
Association,131,,,,,132,,Unspecified,No,No,,,,,,,,,,,No,,,,,79,,Unspecified,True,None,89,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,133,,,,,134,,Unspecified,No,No,,,,,,,,,,,No,,,,,79,,Unspecified,True,None,51,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,135,,,,,136,,Unspecified,No,No,,,,,,,,,,,No,,,,,51,,Unspecified,True,None,56,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,137,,,,,138,,Unspecified,No,No,,,,,,,,,,,No,,,,,56,,Unspecified,True,None,21,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Generalization,139,,,,,140,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,96,No,2,LARGE_1,126,Generalization,No
Generalization,141,,,,,142,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,74,No,2,LARGE_1,126,Generalization,No
Generalization,143,,,,,144,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3,No,2,LARGE_1,126,Generalization,No
Association,145,,,,,146,,Unspecified,No,No,,,,,,,,,,,No,,,,,89,,Unspecified,True,None,74,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,147,,,,,148,,Unspecified,No,No,,,,,,,,,,,No,,,,,46,,Unspecified,True,None,3,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Association,149,,,,,150,,Unspecified,No,No,,,,,,,,,,,No,,,,,3,,Unspecified,True,None,31,,Unspecified,True,None,,,,,,2,LARGE_1,117,Association,No
Generalization,151,,,,,152,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,No,2,LARGE_1,126,Generalization,No
Generalization,153,,,,,154,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,No,2,LARGE_1,126,Generalization,No
