,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Template Info,General,Specific,Substitutable,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Attribute,24,v1,,,,24,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,23,Class16,No
Attribute,25,v2,,,,25,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,23,Class16,No
Attribute,26,v3,,,,26,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,23,Class16,No
Class,27,Class15,,,,28,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,29,v1,,,,29,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,28,Class15,No
Attribute,30,v2,,,,30,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,28,Class15,No
Attribute,31,v3,,,,31,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,28,Class15,No
Class,32,Class14,,,,33,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,34,v1,,,,34,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,33,Class14,No
Attribute,35,v2,,,,35,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,33,Class14,No
Attribute,36,v3,,,,36,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,33,Class14,No
Attribute,37,v4,,,,37,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,33,Class14,No
Class,38,Class13,,,,39,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,40,v1,,,,40,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,39,Class13,No
Attribute,41,v2,,,,41,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,39,Class13,No
Attribute,42,v3,,,,42,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,39,Class13,No
Class,43,Class12,,,,44,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,45,v1,,,,45,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,44,Class12,No
Attribute,46,v2,,,,46,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,44,Class12,No
Attribute,47,v3,,,,47,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,44,Class12,No
Class,48,Class11,,,,49,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,50,v1,,,,50,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,49,Class11,No
Attribute,51,v2,,,,51,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,49,Class11,No
Attribute,52,v3,,,,52,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,49,Class11,No
Class,53,Class10,,,,54,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,55,v1,,,,55,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,54,Class10,No
Attribute,56,v2,,,,56,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,54,Class10,No
Attribute,57,v3,,,,57,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,54,Class10,No
Class,58,Class9,,,,59,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,60,v1,,,,60,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,59,Class9,No
Attribute,61,v2,,,,61,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,59,Class9,No
Attribute,62,v3,,,,62,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,59,Class9,No
Class,63,Class8,,,,64,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,65,v1,,,,65,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,64,Class8,No
Attribute,66,v2,,,,66,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,64,Class8,No
Attribute,67,v3,,,,67,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,64,Class8,No
Class,68,Class7,,,,69,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,70,v1,,,,70,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,69,Class7,No
Attribute,71,v2,,,,71,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,69,Class7,No
Attribute,72,v3,,,,72,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,69,Class7,No
Class,73,Class6,,,,74,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,75,v1,,,,75,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,74,Class6,No
Attribute,76,v2,,,,76,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,74,Class6,No
Attribute,77,v3,,,,77,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,74,Class6,No
Class,78,Class5,,,,79,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,80,v1,,,,80,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,79,Class5,No
Attribute,81,v2,,,,81,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,79,Class5,No
Attribute,82,v3,,,,82,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,79,Class5,No
Class,83,Class4,,,,84,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,85,v1,,,,85,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class4,No
Attribute,86,v2,,,,86,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class4,No
Attribute,87,v3,,,,87,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class4,No
Attribute,88,v4,,,,88,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class4,No
Attribute,89,v5,,,,89,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class4,No
Class,90,Class3,,,,91,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,92,v1,,,,92,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,91,Class3,No
Attribute,93,v2,,,,93,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,91,Class3,No
Attribute,94,v3,,,,94,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,91,Class3,No
Class,95,Class2,,,,96,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,97,v1,,,,97,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class2,No
Attribute,98,v2,,,,98,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class2,No
Attribute,99,v3,,,,99,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class2,No
Attribute,100,v4,,,,100,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class2,No
Class,101,Class,,,,102,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,103,v1,,,,103,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,102,Class,No
Attribute,104,v3,,,,104,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,102,Class,No
Association,105,,,,,106,,Unspecified,No,No,,,,,,,,,,,No,,,,,58,,Unspecified,True,None,78,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,108,,,,,109,,Unspecified,No,No,,,,,,,,,,,No,,,,,78,,Unspecified,True,None,101,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,110,,,,,111,,Unspecified,No,No,,,,,,,,,,,No,,,,,101,,Unspecified,True,None,32,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,112,,,,,113,,Unspecified,No,No,,,,,,,,,,,No,,,,,32,,Unspecified,True,None,38,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Generalization,114,,,,,115,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,63,No,2,LARGE_1,116,Generalization,No
Generalization,117,,,,,118,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,95,No,2,LARGE_1,116,Generalization,No
Generalization,119,,,,,120,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,22,No,2,LARGE_1,116,Generalization,No
Association,121,,,,,122,,Unspecified,No,No,,,,,,,,,,,No,,,,,73,,Unspecified,True,None,83,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,123,,,,,124,,Unspecified,No,No,,,,,,,,,,,No,,,,,73,,Unspecified,True,None,48,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,125,,,,,126,,Unspecified,No,No,,,,,,,,,,,No,,,,,48,,Unspecified,True,None,53,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,127,,,,,128,,Unspecified,No,No,,,,,,,,,,,No,,,,,53,,Unspecified,True,None,18,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Generalization,129,,,,,130,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,90,No,2,LARGE_1,116,Generalization,No
Generalization,131,,,,,132,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,68,No,2,LARGE_1,116,Generalization,No
Generalization,133,,,,,134,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3,No,2,LARGE_1,116,Generalization,No
Association,135,,,,,136,,Unspecified,No,No,,,,,,,,,,,No,,,,,83,,Unspecified,True,None,68,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,137,,,,,138,,Unspecified,No,No,,,,,,,,,,,No,,,,,43,,Unspecified,True,None,3,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Association,139,,,,,140,,Unspecified,No,No,,,,,,,,,,,No,,,,,3,,Unspecified,True,None,27,,Unspecified,True,None,,,,,,2,LARGE_1,107,Association,No
Generalization,141,,,,,142,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,No,2,LARGE_1,116,Generalization,No
Generalization,143,,,,,144,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,No,2,LARGE_1,116,Generalization,No
