,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Template Info,General,Specific,Substitutable,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Class,21,Class17,,,,22,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,23,v1,,,,23,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Attribute,24,v3,,,,24,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Attribute,25,v2,,,,25,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Attribute,26,v4,,,,26,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,22,Class17,No
Class,27,Class16,,,,28,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,29,v1,,,,29,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,28,Class16,No
Attribute,30,v2,,,,30,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,28,Class16,No
Attribute,31,v3,,,,31,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,28,Class16,No
Class,32,Class15,,,,33,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,34,v1,,,,34,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,33,Class15,No
Attribute,35,v2,,,,35,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,33,Class15,No
Class,36,Class14,,,,37,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,38,v1,,,,38,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,37,Class14,No
Attribute,39,v2,,,,39,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,37,Class14,No
Attribute,40,v3,,,,40,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,37,Class14,No
Attribute,41,v4,,,,41,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,37,Class14,No
Class,42,Class13,,,,43,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,44,v2,,,,44,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,43,Class13,No
Attribute,45,v3,,,,45,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,43,Class13,No
Attribute,46,v4,,,,46,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,43,Class13,No
Class,47,Class12,,,,48,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,49,v1,,,,49,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,48,Class12,No
Attribute,50,v2,,,,50,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,48,Class12,No
Attribute,51,v3,,,,51,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,48,Class12,No
Class,52,Class11,,,,53,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,54,v1,,,,54,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,53,Class11,No
Attribute,55,v2,,,,55,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,53,Class11,No
Attribute,56,v3,,,,56,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,53,Class11,No
Class,57,Class10,,,,58,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,59,v1,,,,59,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,58,Class10,No
Attribute,60,v2,,,,60,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,58,Class10,No
Attribute,61,v3,,,,61,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,58,Class10,No
Attribute,62,v4,,,,62,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,58,Class10,No
Class,63,Class9,,,,64,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,65,v1,,,,65,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,64,Class9,No
Attribute,66,v2,,,,66,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,64,Class9,No
Attribute,67,v3,,,,67,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,64,Class9,No
Class,68,Class8,,,,69,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,70,v1,,,,70,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,69,Class8,No
Attribute,71,v2,,,,71,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,69,Class8,No
Attribute,72,v3,,,,72,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,69,Class8,No
Class,73,Class7,,,,74,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,75,v1,,,,75,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,74,Class7,No
Attribute,76,v2,,,,76,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,74,Class7,No
Attribute,77,v3,,,,77,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,74,Class7,No
Class,78,Class6,,,,79,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,80,v1,,,,80,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,79,Class6,No
Attribute,81,v2,,,,81,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,79,Class6,No
Attribute,82,v3,,,,82,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,79,Class6,No
Class,83,Class5,,,,84,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,85,v1,,,,85,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class5,No
Attribute,86,v2,,,,86,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class5,No
Attribute,87,v3,,,,87,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,84,Class5,No
Class,88,Class4,,,,89,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,90,v1,,,,90,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,89,Class4,No
Attribute,91,v2,,,,91,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,89,Class4,No
Attribute,92,v3,,,,92,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,89,Class4,No
Attribute,93,v4,,,,93,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,89,Class4,No
Attribute,94,v5,,,,94,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,89,Class4,No
Class,95,Class3,,,,96,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,97,v2,,,,97,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class3,No
Attribute,98,v3,,,,98,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class3,No
Attribute,99,v4,,,,99,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class3,No
Attribute,100,v1,,,,100,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,96,Class3,No
Class,101,Class2,,,,102,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,103,v1,,,,103,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,102,Class2,No
Attribute,104,v2,,,,104,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,102,Class2,No
Attribute,105,v3,,,,105,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,102,Class2,No
Attribute,106,v4,,,,106,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,102,Class2,No
Class,107,Class,,,,108,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,109,v1,,,,109,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,108,Class,No
Attribute,110,v3,,,,110,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,108,Class,No
Attribute,111,v4,,,,111,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,108,Class,No
Attribute,112,v5,,,,112,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,108,Class,No
Attribute,113,v2,,,,113,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,108,Class,No
Association,114,,,,,115,,Unspecified,No,No,,,,,,,,,,,No,,,,,63,,Unspecified,True,None,83,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,117,,,,,118,,Unspecified,No,No,,,,,,,,,,,No,,,,,83,,Unspecified,True,None,107,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,119,,,,,120,,Unspecified,No,No,,,,,,,,,,,No,,,,,107,,Unspecified,True,None,36,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,121,,,,,122,,Unspecified,No,No,,,,,,,,,,,No,,,,,36,,Unspecified,True,None,42,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Generalization,123,,,,,124,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,68,No,2,LARGE_1,125,Generalization,No
Generalization,126,,,,,127,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,101,No,2,LARGE_1,125,Generalization,No
Generalization,128,,,,,129,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,27,No,2,LARGE_1,125,Generalization,No
Association,130,,,,,131,,Unspecified,No,No,,,,,,,,,,,No,,,,,78,,Unspecified,True,None,88,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,132,,,,,133,,Unspecified,No,No,,,,,,,,,,,No,,,,,78,,Unspecified,True,None,52,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,134,,,,,135,,Unspecified,No,No,,,,,,,,,,,No,,,,,52,,Unspecified,True,None,57,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,136,,,,,137,,Unspecified,No,No,,,,,,,,,,,No,,,,,57,,Unspecified,True,None,21,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Generalization,138,,,,,139,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,95,No,2,LARGE_1,125,Generalization,No
Generalization,140,,,,,141,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,73,No,2,LARGE_1,125,Generalization,No
Generalization,142,,,,,143,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3,No,2,LARGE_1,125,Generalization,No
Association,144,,,,,145,,Unspecified,No,No,,,,,,,,,,,No,,,,,88,,Unspecified,True,None,73,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,146,,,,,147,,Unspecified,No,No,,,,,,,,,,,No,,,,,47,,Unspecified,True,None,3,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Association,148,,,,,149,,Unspecified,No,No,,,,,,,,,,,No,,,,,3,,Unspecified,True,None,32,,Unspecified,True,None,,,,,,2,LARGE_1,116,Association,No
Generalization,150,,,,,151,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,No,2,LARGE_1,125,Generalization,No
Generalization,152,,,,,153,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,No,2,LARGE_1,125,Generalization,No
